label {9},style {2},name {7}
ITM_INFO_001_Name,21,El cultivo del Gran árbol
ITM_INFO_002_Name,21,La pericia de caza prone
ITM_INFO_003_Name,21,Las propiedades del acebo kefa
ITM_INFO_004_Name,21,El paradero de Tatsu
ITM_INFO_005_Name,21,El avistamiento de Tatsu
ITM_INFO_006_Name,21,El compañero de Yelv
ITM_INFO_007_Name,21,El compañero de Yelv
ITM_INFO_008_Name,21,El método de Neraph
ITM_INFO_009_Name,21,El turno de noche del comandante
ITM_INFO_010_Name,0,
ITM_INFO_011_Name,21,Información del candidato 1
ITM_INFO_012_Name,21,Información del candidato 2
ITM_INFO_013_Name,21,Información del candidato 3
ITM_INFO_014_Name,0,
ITM_INFO_015_Name,0,
ITM_INFO_016_Name,0,
ITM_INFO_017_Name,0,
ITM_INFO_018_Name,21,El paseo de Gerome
ITM_INFO_019_Name,0,
ITM_INFO_020_Name,0,
ITM_INFO_021_Name,21,Buscando aerocio
ITM_INFO_022_Name,21,Información del francotirador
ITM_INFO_023_Name,21,La ayuda ma-non
ITM_INFO_024_Name,21,La ayuda ma-non
ITM_INFO_025_Name,21,La receta del curry
ITM_INFO_026_Name,21,La receta de pato a la pekinesa
ITM_INFO_027_Name,21,La cazuela de la abuela
ITM_INFO_028_Name,21,La clave de las definian
ITM_INFO_029_Name,21,La receta de Ngogo
ITM_INFO_030_Name,21,La receta de Pirapira
ITM_INFO_031_Name,21,La receta de Warawa
ITM_INFO_032_Name,0,
ITM_INFO_033_Name,0,
ITM_INFO_034_Name,0,
ITM_INFO_035_Name,21,Una pista clave 1
ITM_INFO_036_Name,21,Una pista clave 2
ITM_INFO_037_Name,21,Una pista clave 3
ITM_INFO_038_Name,0,
ITM_INFO_039_Name,0,
ITM_INFO_040_Name,0,
ITM_INFO_041_Name,0,
ITM_INFO_042_Name,21,El deambular de Aisha
ITM_INFO_043_Name,0,
ITM_INFO_044_Name,0,
ITM_INFO_045_Name,0,
ITM_INFO_046_Name,21,Han visto al francotirador 1
ITM_INFO_047_Name,21,Han visto al francotirador 2
ITM_INFO_048_Name,21,Han visto al francotirador 3
ITM_INFO_049_Name,0,
ITM_INFO_050_Name,21,Aprendiendo a desactivar bombas
ITM_INFO_051_Name,21,La ayuda ma-non
ITM_INFO_052_Name,21,El avistamiento de Sun'celeg
ITM_INFO_053_Name,21,El avistamiento de Sun'celeg
ITM_INFO_054_Name,21,El paradero de Celica
ITM_INFO_055_Name,21,El paradero de Rock
ITM_INFO_056_Name,0,
ITM_INFO_057_Name,0,
ITM_INFO_058_Name,0,
ITM_INFO_059_Name,0,
ITM_INFO_060_Name,0,
ITM_INFO_061_Name,0,
ITM_INFO_062_Name,21,Sabiduría de ultratumba
ITM_INFO_063_Name,21,Sabiduría de ultratumba
ITM_INFO_064_Name,21,Sabiduría de ultratumba
ITM_INFO_065_Name,21,El registro de actividad
ITM_INFO_066_Name,21,El nopon errante 1
ITM_INFO_067_Name,21,El nopon errante 2
ITM_INFO_068_Name,21,El nopon errante 3
ITM_INFO_069_Name,21,"Info. sobre la ""cosa enorme"""
ITM_INFO_070_Name,21,"Info. sobre la ""cosa enorme"""
ITM_INFO_071_Name,21,"Info. sobre la ""cosa enorme"""
ITM_INFO_072_Name,21,"Información sobre la ""cosa enorme"""
ITM_INFO_073_Name,21,Buscando el agua senirapa
ITM_INFO_074_Name,0,
ITM_INFO_075_Name,21,Información del aterrizaje 1
ITM_INFO_076_Name,21,Información del aterrizaje 2
ITM_INFO_077_Name,21,Información del aterrizaje 3
ITM_INFO_078_Name,21,Información sobre una isla remota
ITM_INFO_079_Name,21,Información sobre las cucarachas
ITM_INFO_080_Name,0,
ITM_INFO_081_Name,0,
ITM_INFO_082_Name,0,
ITM_INFO_083_Name,0,
ITM_INFO_084_Name,0,
ITM_INFO_085_Name,0,
ITM_INFO_086_Name,21,La sonda exploratoria
ITM_INFO_087_Name,21,El deambular de Lan'cord
ITM_INFO_088_Name,21,La búsqueda del tesoro
ITM_INFO_089_Name,0,
ITM_INFO_090_Name,0,
ITM_INFO_091_Name,0,
ITM_INFO_092_Name,0,
ITM_INFO_093_Name,0,
ITM_INFO_094_Name,21,Sobre la misión de conversación
ITM_INFO_095_Name,21,Información sobre la fugitiva 1
ITM_INFO_096_Name,21,Información sobre la fugitiva 2
ITM_INFO_097_Name,21,Información sobre la fugitiva 3
ITM_INFO_098_Name,21,Pistas sobre las desapariciones
ITM_INFO_099_Name,0,
ITM_INFO_100_Name,21,Cómo reparar un helicóptero
ITM_INFO_101_Name,21,Información sobre los magnos
ITM_INFO_102_Name,21,Información sobre los magnos
ITM_INFO_103_Name,21,La búsqueda del tesoro
ITM_INFO_104_Name,21,La búsqueda del tesoro
ITM_INFO_105_Name,21,La búsqueda del tesoro
ITM_INFO_106_Name,21,Información sobre los magnos
ITM_INFO_107_Name,21,Información sobre los magnos
ITM_INFO_108_Name,21,La búsqueda del tesoro
ITM_INFO_109_Name,21,Información sobre los magnos
ITM_INFO_110_Name,21,Información sobre los magnos
ITM_INFO_111_Name,21,La búsqueda del tesoro
ITM_INFO_112_Name,21,La búsqueda del tesoro
ITM_INFO_113_Name,21,La búsqueda del tesoro
ITM_INFO_114_Name,21,La búsqueda del tesoro
ITM_INFO_115_Name,21,La búsqueda del tesoro
ITM_INFO_116_Name,21,Información sobre los magnos
ITM_INFO_117_Name,21,La búsqueda del tesoro
ITM_INFO_118_Name,21,La búsqueda del tesoro
ITM_INFO_119_Name,21,Información sobre los magnos
ITM_INFO_120_Name,21,La búsqueda del tesoro
ITM_INFO_121_Name,21,La búsqueda del tesoro
ITM_INFO_122_Name,21,Información sobre los magnos
ITM_INFO_123_Name,21,Información sobre los magnos
